811.524658254	-636.393007196	0.0
811.148986867	-636.000490106	0.0
810.601806692	-635.685975947	0.0
810.159179738	-635.416322624	0.0
809.617736867	-635.050722039	0.0
809.159484915	-634.794252314	0.0
808.680358939	-634.612367549	0.0
808.167297414	-634.360109246	0.0
807.614624074	-634.094606316	0.0
807.087341359	-633.907411492	0.0
806.566711478	-633.728517449	0.0
806.037231496	-633.534181516	0.0
805.522766165	-633.350587762	0.0
804.950012257	-633.146181025	0.0
804.307556202	-632.916810906	0.0
803.799682667	-632.735475458	0.0
803.151550343	-632.504640498	0.0
802.652832081	-632.326661979	0.0
801.924499562	-632.066469113	0.0
801.431091359	-631.890260616	0.0
800.819519093	-631.672365108	0.0
800.24975591	-631.468995964	0.0
799.723693899	-631.281007684	0.0
799.131835988	-631.069337762	0.0
798.55682378	-630.864259641	0.0
798.042297415	-630.68066589	0.0
797.494995167	-630.485292352	0.0
796.959167531	-630.293764037	0.0
796.347778372	-630.075624387	0.0
795.647338919	-629.825685418	0.0
794.977661185	-629.586793818	0.0
794.498107962	-629.41552917	0.0
793.824585012	-629.182008662	0.0
793.219238332	-628.934572136	0.0
792.655151418	-628.605775751	0.0
792.07171636	-628.318056024	0.0
791.537902883	-628.046266472	0.0
791.068481495	-627.805665887	0.0
790.537231497	-627.533693233	0.0
789.971557668	-627.243776242	0.0
789.436279348	-626.968934935	0.0
788.740783741	-626.621705926	0.0
788.092773489	-626.167482296	0.0
787.528381399	-625.797182	0.0
786.990905812	-625.443361201	0.0
786.492858938	-625.111329949	0.0
785.959594777	-624.765443719	0.0
785.467834523	-624.401918331	0.0
784.875976614	-623.993898308	0.0
784.37866216	-623.654725946	0.0
783.888244679	-623.273805536	0.0
783.456970265	-622.961854851	0.0
783.039794972	-622.655092158	0.0
782.601867727	-622.33184997	0.0
782.137512257	-621.956544795	0.0
781.709411673	-621.617799676	0.0
781.317810109	-621.306459346	0.0
780.882568411	-620.952333367	0.0
780.425170949	-620.603639521	0.0
780.026306202	-620.2893695	0.0
779.534606983	-619.903993523	0.0
779.069580128	-619.539308468	0.0
778.649475149	-619.209474481	0.0
778.271728567	-618.852785025	0.0
777.780761769	-618.528505246	0.0
777.256835988	-618.117677609	0.0
776.821533253	-617.775209342	0.0
776.398498587	-617.442567745	0.0
775.986694387	-617.119691765	0.0
775.553039603	-616.779481809	0.0
775.126770071	-616.443910518	0.0
774.705322316	-616.109865103	0.0
774.287597706	-615.781312862	0.0
773.813171437	-615.408876335	0.0
773.336853079	-615.03473083	0.0
772.923584034	-614.708253779	0.0
772.434692433	-614.321473991	0.0
771.980102589	-613.963991086	0.0
771.535400442	-613.613710323	0.0
770.969665578	-613.168519891	0.0
770.574890186	-612.857973015	0.0
770.113830617	-612.495180044	0.0
769.609558157	-612.09796325	0.0
769.094970754	-611.692811881	0.0
768.623779347	-611.32190124	0.0
768.134521535	-610.936769405	0.0
767.716918996	-610.607911983	0.0
767.206726124	-610.206544797	0.0
766.78100591	-609.871461787	0.0
766.345459036	-609.528871453	0.0
765.937744191	-609.200807491	0.0
765.482116749	-608.885072624	0.0
764.919738821	-608.462709342	0.0
764.362426808	-608.051759641	0.0
763.883178762	-607.698366083	0.0
763.454345753	-607.382203974	0.0
762.998596242	-607.047304073	0.0
762.578918507	-606.736879266	0.0
762.13092046	-606.406862179	0.0
761.689880421	-606.081911007	0.0
761.159118703	-605.690492547	0.0
760.770507863	-605.324525748	0.0
760.209045462	-604.990907586	0.0
759.769348195	-604.667421258	0.0
759.334228567	-604.346559444	0.0
758.833129935	-603.977662956	0.0
758.411132863	-603.66650573	0.0
757.822631887	-603.232973016	0.0
757.242431692	-602.805726925	0.0
756.791198781	-602.4735736	0.0
756.354431204	-602.151552116	0.0
755.844055227	-601.775392449	0.0
755.402771048	-601.450746456	0.0
754.947448782	-601.115358268	0.0
754.45440679	-600.751893915	0.0
754.026245168	-600.436952508	0.0
753.569274953	-600.100770868	0.0
753.078002981	-599.738832393	0.0
752.598754934	-599.385866085	0.0
752.173095754	-599.072328484	0.0
751.690673879	-598.717714231	0.0
751.143615774	-598.314515985	0.0
750.694519094	-597.981569209	0.0
750.247985891	-597.653383177	0.0
749.764831594	-597.297548215	0.0
749.341308645	-596.985597529	0.0
748.883300832	-596.646791376	0.0
748.402832083	-596.290712273	0.0
747.93725591	-595.956605828	0.0
747.415466359	-595.54480163	0.0
